,african person,american person,british person,chinese person,eskimo,european person,french person,german person,greek person,hispanic person,indian person,iraqi person,irish person,italian person,japanese person,korean person,mexican person,middle eastern person,mongolian person,native american person,pakistani person,phillipines person,russian person,scottish person,thai person,vietnamese person
indian person,0.001014790443944291,0.000388161651395099,0.06932070647500092,0.1848338925753873,0.11626159130705459,7.154580326540354e-07,7.154580326540354e-07,4.918869473930021e-06,0.0034499365644798585,0.053106500914143304,,0.00025813132461666123,0.11626159130705459,5.6522901020039384e-46,7.154580326540354e-07,1.4236344241540375e-22,4.563377391878851e-09,9.380004001594225e-17,0.03915854626549694,1.2774824660959338e-26,7.154580326540354e-07,4.563377391878851e-09,1.849244052878126e-05,0.6287722721914453,0.000388161651395099,0.1848338925753873
iraqi person,0.00033010857981769377,0.003451397994946351,1.0,0.000687263380725176,0.9253631995578084,8.364981090725163e-10,2.0368113775163508e-10,7.4855702609782e-14,1.7084055502873413e-08,4.301814622286226e-07,2.592265161222349e-36,,0.6395091086427782,1.4763357158577174e-56,0.006278658300456174,7.83293561112381e-31,6.101659141139565e-12,1.1157442361044094e-18,3.131479826063546e-06,2.003339379168255e-34,7.031009026580876e-13,6.101659141139565e-12,6.101659141139565e-12,0.7075433948227177,0.000687263380725176,0.00033010857981769377
irish person,0.7381354749448098,0.8672503660976125,0.15420218242349898,0.0002070392214854397,0.5577096115439124,0.0002070392214854397,2.0718483546601848e-06,8.781176907628056e-13,6.022978332942347e-07,1.9061427871812785e-08,1.2327929311223378e-33,2.3861709021183756e-11,,4.228386707961325e-37,0.01180552117914414,2.8143068255073677e-30,6.509490354385634e-17,3.1317803434631965e-15,0.00247006332330649,1.786816626035543e-29,1.2346017589841252e-17,3.286845853387175e-16,3.286845853387175e-16,0.35681004966976937,2.382915676507929e-07,0.02926411658346512
italian person,0.17921102323113908,0.006408254934661415,0.36790041202022133,0.05018520543060294,0.17921102323113908,0.016240278120851798,0.0002601889433277587,0.0002601889433277587,3.439514514567701e-05,0.36790041202022133,7.749841432467861e-24,0.07175436245393463,0.7644503940387166,,0.05018520543060294,3.0571638357558226e-17,2.9838433542755822e-06,9.79149888406917e-10,0.0014485057398344737,5.802618893027456e-23,0.0002601889433277587,2.9838433542755822e-06,3.439514514567701e-05,0.006408254934661415,0.0014485057398344737,0.05018520543060294
japanese person,0.49455714843057197,0.549365929320206,0.0019959387424263865,0.549365929320206,0.7975342138923993,5.234914864005515e-05,0.00778304183255963,1.3538806337218002e-14,1.7922258528942395e-10,4.3126489790327616e-12,5.032700639534598e-28,1.0016033109613072e-08,0.34662352142038216,5.094523055452066e-24,,7.753468829924765e-21,2.822772259404674e-21,2.8671447526541813e-16,1.0,7.47436267387771e-19,5.54960942740181e-11,3.54994186304414e-19,1.1675681832731323e-22,0.26590971992898627,0.08760670513407529,0.03205890589955568
korean person,1.3232810710004528e-05,0.004997129770989628,0.5636044541222152,0.010311840620218804,0.00067336985887796,8.306770394719205e-09,0.02016271468212151,5.881569550614666e-07,3.736622125541644e-06,0.007232648296816227,1.0128457623327378e-29,2.0601378067171856e-05,0.20198374717721662,6.286708892409089e-51,0.00067336985887796,,7.787257698297186e-08,2.075586118658915e-19,0.00018172452410180175,3.7332263602012e-27,0.00067336985887796,3.736622125541644e-06,1.94809990915291e-11,0.010311840620218804,0.00018172452410180175,0.0016359396467638375
mexican person,0.9163836291112752,0.058018912838140896,0.008372659943840288,0.02746265134385626,1.0,0.020375667119981535,0.002153756681534906,6.4852502521183e-14,4.397008433864209e-06,2.6523892970864336e-06,1.7660899093409253e-13,5.350354991384519e-07,0.058018912838140896,3.906492939991083e-15,0.17236149529966577,6.326261954025746e-11,,6.308148458960854e-10,0.2481236032621076,3.0881653085576785e-12,2.626558531709113e-07,5.563504238610439e-17,2.7630048250819835e-18,0.20756587328981407,0.07460734796820163,0.6752751146049355
middle eastern person,0.049199205362402784,0.049199205362402784,0.6791462854630343,0.016923953969440558,0.8361834918732733,1.0997379298765163e-05,2.2781182523616234e-07,1.4039492991411017e-10,3.7423874687614316e-06,0.0025346811732913452,1.4109898035306334e-26,6.645160220278724e-08,0.25669000206676806,1.1364547122443694e-49,0.0002711590824803108,2.822504582517594e-21,1.4039492991411017e-10,,3.7423874687614316e-06,2.6239023759002223e-34,5.89457599828288e-09,5.89457599828288e-09,1.3377983309796535e-11,0.40778624233944066,4.399152620521477e-05,3.7423874687614316e-06
mongolian person,0.237376351575656,0.10775052133964713,0.003913455414179394,0.39895480624289376,1.0,0.0009280906607038677,3.882854538204539e-06,6.198551032152107e-14,2.1853131320040192e-12,1.7795940654126488e-09,1.3219499115404976e-20,3.177986492712387e-16,0.027772966344722174,5.214529932015281e-31,6.812271410401286e-07,1.2665339383257783e-24,4.263786733356654e-19,1.9907118812045198e-22,,2.3507554448592173e-23,6.461695080443671e-05,4.263786733356654e-19,2.7950460280768604e-24,0.7359490539913152,0.0001311479333385266,0.3521477244873338
native american person,0.015656090437508215,0.27913303832151704,0.03011074826035455,0.0010334317982053534,0.27913303832151704,3.1774048038837815e-06,0.0002676534051508277,5.2516921665919884e-08,4.577669089857721e-07,0.007709577717592812,5.6217345557594715e-28,6.182355143268376e-05,0.5484969710941878,1.33897574865616e-46,0.015656090437508215,1.2208203469138435e-24,5.2516921665919884e-08,5.3257123018892494e-11,0.00248026436367033,,9.283629123895379e-05,4.50558437830544e-09,3.1774048038837815e-06,0.05471650808857245,3.1774048038837815e-06,0.015656090437508215
pakistani person,0.08137123041128597,0.6477961021058651,0.16948580597740237,0.8545197661223671,0.08137123041128597,1.1232717114175553e-07,0.007581116165542967,3.579367087488938e-16,1.0406796048942735e-11,1.4388735297626686e-06,6.503790422174695e-19,1.3625994075935713e-14,1.4388735297626686e-06,2.942087095954628e-20,0.098581654775451,7.189960980860685e-13,3.95031281992745e-18,2.090888936112583e-15,0.00032355337599863394,2.090888936112583e-15,,3.579367087488938e-16,1.121758029563971e-15,0.001751164322391626,0.0023525955613611493,0.8545197661223671
phillipines person,0.6797325442938621,0.007100428476236522,0.02964847323232484,0.4088816834857613,0.35428989616977846,0.005121164461151849,0.017144102416186722,1.1205789189534428e-12,4.5742049365013945e-05,1.1010866963252703e-05,3.384389265395475e-14,1.4732131979764054e-07,0.049322515369118136,6.896218314409537e-16,0.0985630890019958,7.600114416687204e-10,4.861606021117736e-17,5.768377666002652e-09,0.4088816834857613,3.384389265395475e-14,7.488103942313109e-08,,1.4170035898598786e-11,0.07891777734180477,0.535709746782544,0.009543330158194255
russian person,0.2022299190359677,0.2022299190359677,0.5243174663823205,0.07136926262970969,0.3957143176814347,0.750722482525637,0.019333019276285515,3.037528965232392e-08,1.0062203263646264e-07,0.001339453291128759,8.104682297019495e-09,1.2153965529649925e-06,0.11227557107125946,5.15132041439708e-13,0.24459505266893428,1.1606691204564548e-14,1.064630497210949e-17,1.0457229311611665e-10,1.0,1.010131827865965e-09,1.7010628463011527e-09,4.247033089968419e-24,,0.043489897059001734,0.00762057284886551,0.28816982380513373
scottish person,0.8676285934668875,0.40450360020979625,0.3170868236248072,0.8025125897967791,0.11270709901458945,3.726884089136169e-05,1.696557526166134e-07,8.759721106992927e-15,2.931029718961281e-09,0.012176095061697784,1.2187549107066051e-26,4.186164200910151e-12,0.3170868236248072,3.298173227525049e-43,0.001072677963454775,9.099387365296944e-33,8.70141300471081e-17,9.867359508368943e-20,0.0794892457660219,1.3032707673940952e-31,3.738301693780962e-14,1.7114146230783824e-17,5.3529483276355926e-20,,0.001072677963454775,0.15596400309599232
thai person,1.0,0.7314724636633663,0.0010570105722068066,0.197699480139939,0.12232579166381632,0.009987415386553128,0.004431863682086388,5.238265026565568e-16,4.508856251327935e-09,8.905655975145828e-10,2.8233909580499845e-22,8.905655975145828e-10,0.0005583029372105966,3.068017406308967e-27,2.2538219325335268e-05,4.487537855417036e-21,1.2609162979300276e-20,2.074464370989641e-17,0.16966832195068482,9.521164254853703e-26,6.635440620417534e-08,1.1609240109691644e-23,7.395205057879393e-18,0.3451376687619209,,0.03933213695654189
vietnamese person,0.13094111760632682,0.6752967347335844,0.011618544953037033,0.20863283670110305,0.7374810598897286,5.178443103976416e-08,8.492563279799006e-07,1.1129403562250969e-17,5.178443103976416e-08,3.2006588476227886e-06,2.3199124366461487e-20,5.915225778960375e-15,0.0437939861901501,8.232825902313496e-30,0.03593391407142478,3.586714873194231e-25,5.085447570026545e-22,3.586714873194231e-25,0.009235903815367067,3.32603632599531e-24,1.260885584976368e-10,3.7982664520542505e-11,1.7187681296505314e-25,0.5025235632354723,0.01490966926248406,
